cc,id,name,maxdate,mindate,latitude,elevation,longitude,datacoverage,elevationUnit
US,GHCND:USW00093104,"CHINA LAKE NAF, CA US",2021-07-18,1944-02-01,35.6875,679.7,-117.6931,0.6871,METERS
US,GHCND:USC00049325,"VICTORVILLE, CA US",2021-07-19,1917-01-01,34.52918,877.8,-117.29288,0.7963,METERS
US,GHCND:USC00051268,"CAMPO 7 S, CO US",2021-07-20,1954-04-08,37.01029,1251.2,-102.55367,0.9388,METERS
US,GHCND:USC00254865,"LISCO, NE US",2021-07-20,1978-05-01,41.4983,1071.4,-102.6222,0.9625,METERS
US,GHCND:USC00020080,"AJO, AZ US",2021-07-18,1914-05-01,32.3698,533.7,-112.8599,0.9711,METERS
US,GHCND:USC00020100,"ALAMO DAM, AZ US",2021-04-30,1975-07-01,34.228,393.2,-113.5777,0.9839,METERS
US,GHCND:USC00021314,"CASA GRANDE NATIONAL MONUMENT, AZ US",2021-07-14,1906-03-01,32.9947,432.5,-111.5367,0.8258,METERS
US,GHCND:USR0000AGOO,"GOODWIN MESA ARIZONA, AZ US",2021-07-20,1985-01-09,34.75,1280.2,-113.3,0.9897,METERS
US,GHCND:USC00020750,"BETATAKIN, AZ US",2021-07-18,1939-03-01,36.6778,2220.8,-110.5411,0.95,METERS
US,GHCND:USC00026471,"PHANTOM RANCH, AZ US",2021-07-19,1966-08-01,36.1066,771.1,-112.0947,0.9181,METERS
US,GHCND:USC00021248,"CANYON DE CHELLY, AZ US",2021-07-13,1970-12-01,36.1533,1709.9,-109.5394,0.9812,METERS
US,GHCND:USC00021664,"CHIRICAHUA NATIONAL MONUMENT, AZ US",2021-07-19,1909-01-01,32.0061,1615.4,-109.3572,0.7105,METERS
US,GHCND:USC00026194,"PAINTED ROCK DAM, AZ US",2021-04-30,1960-12-01,33.0772,173.1,-113.0316,0.3004,METERS
US,GHCND:USC00025494,"METEOR CRATER, AZ US",2021-03-31,1962-05-01,35.0364,1687.1,-111.0231,0.2362,METERS
US,GHCND:USC00040924,"BLYTHE, CA US",2020-10-31,1913-01-01,33.6131,81.7,-114.5972,0.8948,METERS
US,GHCND:USC00026190,"PAINTED DESERT NATIONAL PARK, AZ US",2021-04-30,1973-09-10,35.068,1755.6,-109.7688,0.9405,METERS
US,GHCND:USC00027716,"SELIGMAN, AZ US",2021-07-19,1904-12-01,35.3322,1600.2,-112.8797,0.9368,METERS
US,GHCND:USC00028396,"TACNA 3 NE, AZ US",2021-07-19,1969-02-01,32.7225,98.8,-113.9191,0.9919,METERS
US,GHCND:USC00028468,"TEEC NOS POS, AZ US",2021-07-18,1962-06-02,36.9233,1612.4,-109.09,0.9368,METERS
US,GHCND:USC00029158,"WALNUT CREEK, AZ US",2021-04-30,1915-12-01,34.9281,1551.4,-112.8097,0.9771,METERS
US,GHCND:USC00036253,"ROHWER 2 NNE, AR US",2021-07-19,1959-12-01,33.8102,45.7,-91.2777,0.9859,METERS
US,GHCND:USC00033821,"KEISER, AR US",2021-06-30,1959-05-01,35.6871,70.7,-90.0963,0.9874,METERS
US,GHCND:USC00040521,"BARSTOW, CA US",2021-07-19,1980-05-01,34.8927,676.7,-117.0219,0.9746,METERS
US,GHCND:USC00055025,"LINDON 5 WNW, CO US",2021-07-20,1988-12-01,39.7555,1478.6,-103.4986,0.9863,METERS
US,GHCND:USC00055934,"NEW RAYMER 21 N, CO US",2021-07-14,1987-06-01,40.9319,1578.9,-103.8678,0.9827,METERS
US,GHCND:USC00080478,"BARTOW 1 SE, FL US",2021-07-01,1892-01-01,27.88608,33.8,-81.83251,0.9765,METERS
US,GHCND:USC00081276,"CANAL POINT USDA, FL US",2021-07-16,1941-04-01,26.8639,9.1,-80.6256,0.8397,METERS
US,GHCND:USC00082008,"CROSS CITY 2 WNW, FL US",2021-07-20,1948-07-01,29.6333,12.8,-83.1053,0.9435,METERS
US,GHCND:USC00082418,"DRY TORTUGAS, US",2021-07-15,1950-07-01,24.62787,0.9,-82.87362,0.5891,METERS
US,GHCND:USC00083909,"HIALEAH, FL US",2021-07-20,1940-06-29,25.8175,3.7,-80.2858,0.9795,METERS
US,GHCND:USC00083207,"FORT PIERCE, FL US",2021-07-20,1901-01-01,27.4419,7.6,-80.3508,0.9859,METERS
US,GHCND:USW00003853,"MAYPORT PILOT STATION, FL US",2021-07-19,1959-10-01,30.4,4.9,-81.41667,0.7461,METERS
US,GHCND:USC00157334,"SHEPHERDSVILLE 5 NE, KY US",2021-07-20,1948-12-01,38.0544,187.5,-85.6241,0.9636,METERS
US,GHCND:USC00085539,"MAYO, FL US",2021-07-07,1949-08-02,30.1063,19.8,-83.1819,0.9758,METERS
US,GHCND:USC00085612,"MELBOURNE WEATHER FORECAST OFFICE, FL US",2021-07-20,1937-07-21,28.1136,10.7,-80.654,0.9618,METERS
US,GHCND:USR0000FMIL,"MILES CITY FLORIDA, FL US",2021-07-20,1987-04-20,26.2483,4.6,-81.2967,0.9728,METERS
US,GHCND:USW00013884,"CRESTVIEW FAA AP, FL US",2021-07-19,1948-01-01,30.7833,57.9,-86.5167,0.6125,METERS
US,GHCND:USC00086842,"PANAMA CITY, FL US",2021-07-12,1972-01-01,30.2491,1.5,-85.6605,0.9797,METERS
US,GHCND:USC00087429,"QUINCY 3 SSW, FL US",2021-07-16,1968-01-01,30.54972,74.7,-84.58361,0.8747,METERS
US,GHCND:USC00088942,"TITUSVILLE, FL US",2021-07-20,1901-01-18,28.6243,4.9,-80.817,0.9386,METERS
US,GHCND:USC00089566,"WEWAHITCHKA, FL US",2021-07-20,1901-03-01,30.1191,12.8,-85.2041,0.5401,METERS
US,GHCND:USC00092361,"CRISP CO POWER DAM, GA US",2021-07-20,1978-07-01,31.8453,74.7,-83.9409,0.9738,METERS
US,GHCND:USC00091266,"BROOKLET 1 W, GA US",2021-07-20,1925-01-01,32.37663,54.9,-81.67388,0.9921,METERS
US,GHCND:USC00092844,"DUBLIN 2, GA US",2021-07-20,1948-08-01,32.5574,61.0,-82.8999,0.1891,METERS
US,GHCND:USC00093754,"GLENNVILLE 3 NW, GA US",2021-07-14,1904-11-01,31.988,61.0,-81.9522,0.9562,METERS
US,GHCND:USC00095988,"MONTICELLO, GA US",2021-07-01,1891-11-09,33.3329,157.9,-83.6975,0.8865,METERS
US,GHCND:USC00096126,"MOUNT VERNON, GA US",2021-07-12,1892-12-01,32.1738,69.8,-82.5956,0.5457,METERS
US,GHCND:USC00097808,"SAPELO ISLAND, GA US",2021-07-15,1957-05-01,31.39806,3.0,-81.28077,0.9216,METERS
US,GHCND:USC00188405,"SOLOMONS, MD US",2021-03-31,1893-01-01,38.3198,3.7,-76.4526,0.8061,METERS
US,GHCND:USC00203744,"HERMAN, MI US",2021-07-20,1968-04-01,46.6653,523.3,-88.3772,0.9875,METERS
US,GHCND:USC00200718,"BERGLAND DAM, MI US",2021-07-18,1888-11-19,46.5869,396.2,-89.5475,0.6952,METERS
US,GHCND:USC00203391,"GRAYLING, MI US",2021-04-30,1891-10-01,44.6546,346.6,-84.6998,0.9684,METERS
US,GHCND:USC00204104,"IRONWOOD, MI US",2021-07-20,1901-07-17,46.4656,435.9,-90.1892,0.9896,METERS
US,GHCND:USC00210050,"AGASSIZ REFUGE, MN US",2021-03-30,1957-04-01,48.3005,348.1,-95.9816,0.8195,METERS
US,GHCND:USC00211374,"CASS LAKE, MN US",2021-07-20,1906-04-01,47.3847,395.0,-94.6147,0.6494,METERS
US,GHCND:USC00210746,"BIG FALLS, MN US",2021-05-31,1930-07-01,48.1969,371.9,-93.7994,0.9054,METERS
US,GHCND:USC00216405,"PELICAN RAPIDS, MN US",2021-04-09,1940-05-09,46.569,395.9,-96.0894,0.7979,METERS
US,GHCND:USC00213282,"GRAND MARAIS, MN US",2021-07-20,1900-05-01,47.7518,186.5,-90.3282,0.8477,METERS
US,GHCND:USC00213417,"GUNFLINT LAKE 10 NW, MN US",2021-07-20,1951-08-27,48.1603,443.5,-90.8842,0.7211,METERS
US,GHCND:USC00213455,"HALLOCK, MN US",2021-07-19,1899-02-01,48.7715,248.4,-96.9406,0.8642,METERS
US,GHCND:USC00214778,"LITCHFIELD, MN US",2021-07-20,1908-01-01,45.1279,341.4,-94.5348,0.7168,METERS
US,GHCND:USC00211891,"CROOKSTON NW EXPERIMENTAL STATION, MN US",2021-07-16,1890-01-01,47.8186,271.6,-96.6139,0.9803,METERS
US,GHCND:USC00145171,"MEADE, KS US",2021-05-31,1895-03-18,37.285,763.2,-100.345,0.6161,METERS
US,GHCND:USC00154208,"JAMESTOWN, KY US",2021-04-30,1971-04-01,37.0055,271.3,-85.0616,0.9184,METERS
US,GHCND:USC00167448,"PORT ALLEN, LA US",2021-07-19,1975-03-01,30.4508,4.6,-91.2183,0.9791,METERS
US,GHCND:USC00169631,"WEST MONROE, LA US",2021-07-20,1938-07-01,32.46,22.9,-92.1483,0.5209,METERS
US,GHCND:USC00163433,"GALLIANO, LA US",2021-07-14,1968-02-01,29.4631,1.5,-90.3072,0.9653,METERS
US,GHCND:USC00169980,"ZWOLLE 2 NW, LA US",2021-05-31,1989-08-01,31.6598,63.7,-93.6633,0.989,METERS
US,GHCND:USC00416680,"ORANGE 9 N, TX US",2021-07-20,1986-04-01,30.2263,5.5,-93.7394,0.987,METERS
US,GHCND:USC00165266,"LEESVILLE, LA US",2021-07-20,1903-03-18,31.1416,8.5,-93.2397,0.8353,METERS
US,GHCND:USC00173567,"HARMONY, ME US",2021-07-20,1978-05-01,44.9466,97.5,-69.5456,0.9953,METERS
US,GHCND:CA008100300,"AROOSTOOK, CA",2021-07-02,1929-06-01,46.7167,80.0,-67.7167,0.8863,METERS
US,GHCND:USC00172878,"FORT KENT, ME US",2021-07-20,1893-01-01,47.2386,185.9,-68.61195,0.6773,METERS
US,GHCND:USC00173261,"GRAND LAKE STREAM, ME US",2021-07-01,1948-07-01,45.1776,88.4,-67.7742,0.8419,METERS
US,GHCND:USC00247560,"SIDNEY, MT US",2021-07-19,1910-10-16,47.72835,589.2,-104.14681,0.7339,METERS
US,GHCND:USC00243727,"GRASS RANGE, MT US",2021-07-19,1914-02-08,47.0256,1063.8,-108.8035,0.8097,METERS
US,GHCND:USC00248777,"WESTBY, MT US",2021-04-20,1937-01-01,48.8745,641.0,-104.05041,0.9208,METERS
US,GHCND:USC00249103,"WOLF POINT, MT US",2021-07-19,1905-03-01,48.0999,637.0,-105.6484,0.4633,METERS
US,GHCND:USC00249240,"YELLOWTAIL DAM, MT US",2021-07-07,1948-07-01,45.3127,1007.4,-107.9383,0.841,METERS
US,GHCND:USC00253615,"HARRISON, NE US",2021-07-20,1893-03-01,42.6858,1478.3,-103.8841,0.8242,METERS
US,GHCND:USC00252680,"ELSMERE 9 ENE, NE US",2021-05-31,1980-05-01,42.1717,808.9,-100.0106,0.9865,METERS
US,GHCND:USC00250245,"ANSELMO 2 WSW, NE US",2021-05-31,1948-06-01,41.61079,833.0,-99.90442,0.9558,METERS
US,GHCND:USC00256290,"O NEILL, NE US",2021-07-20,1893-01-01,42.4594,606.6,-98.6563,0.8503,METERS
US,GHCND:USC00253355,"GORDON 6 N, NE US",2021-05-31,1898-01-01,42.8966,1142.4,-102.20298,0.8889,METERS
US,GHCND:USC00255700,"MULLEN 3 S, NE US",2021-07-20,1893-01-01,42.00669,995.8,-101.04446,0.6348,METERS
US,GHCND:USC00264095,"JIGGS 2 NE, NV US",2021-07-19,1978-10-01,40.44471,1716.0,-115.65794,0.9009,METERS
US,GHCND:USS0017K04S,"BIG CREEK SUM, NV US",2021-07-19,1980-08-12,39.29,2650.2,-117.11,0.9967,METERS
US,GHCND:USC00261327,"BUNKERVILLE, NV US",2021-04-30,1979-12-01,36.7755,487.7,-114.11,0.752,METERS
US,GHCND:USC00261358,"CALIENTE, NV US",2020-10-31,1903-04-01,37.6128,1334.7,-114.5265,0.8052,METERS
US,GHCND:USC00265400,"MOUNT CHARLESTON FIRE STATION, NV US",2021-07-20,1949-01-01,36.2599,2273.8,-115.645,0.593,METERS
US,GHCND:USS0015K03S,"DIAMOND PEAK, NV US",2021-07-19,1983-09-30,39.56,2448.5,-115.84,1.0,METERS
US,GHCND:USC00262948,"GABBS 1 NE, NV US",2021-01-26,1979-05-01,38.8695,1430.7,-117.9231,0.2646,METERS
US,GHCND:USC00263512,"HAWTHORNE, NV US",2021-07-07,1954-08-19,38.5155,1341.1,-118.6208,0.47,METERS
US,GHCND:USC00267192,"RYE PATCH DAM, NV US",2021-05-31,1935-05-15,40.4661,1260.3,-118.3047,0.9735,METERS
US,GHCND:USC00264341,"LAGES, NV US",2021-05-31,1984-01-01,40.0634,1816.6,-114.6148,0.9813,METERS
US,GHCND:USC00229439,"WAYNESBORO 2 W, MS US",2021-07-20,1892-07-01,31.6773,61.0,-88.6709,0.7911,METERS
US,GHCND:USC00241875,"COHAGEN, MT US",2021-04-30,1950-04-01,47.05643,829.1,-106.61638,0.7689,METERS
US,GHCND:USS0014A12S,"STAHL PEAK, MT US",2021-07-19,1975-09-30,48.91,1837.9,-114.86,1.0,METERS
US,GHCND:USC00245596,"MELSTONE, MT US",2021-05-31,1909-05-01,46.6009,893.7,-107.8706,0.9051,METERS
US,GHCND:USC00245872,"MOSBY 4 ENE, MT US",2021-04-30,1959-08-01,47.02195,887.0,-107.82244,0.9365,METERS
US,GHCND:USC00295937,"MOSQUERO 1 NE, NM US",2021-04-30,1926-08-01,35.8022,1665.7,-103.9438,0.9597,METERS
US,GHCND:USC00291931,"CLOUDCROFT, NM US",2021-07-19,1987-09-01,32.9544,2645.4,-105.7352,0.9762,METERS
US,GHCND:USC00295965,"MOUNTAINAIR, NM US",2021-07-20,1902-05-01,34.5208,1987.3,-106.2605,0.8857,METERS
US,GHCND:USC00296465,"OTIS, NM US",2021-06-25,1905-11-01,36.3338,2097.0,-107.8408,0.5614,METERS
US,GHCND:USW00023051,"CLAYTON MUNICIPAL AIR PARK, NM US",2021-07-20,1896-02-01,36.4486,1511.8,-103.1539,0.884,METERS
US,GHCND:USC00296687,"PEDERNAL 9 E, NM US",2021-07-20,1929-07-01,34.6152,1874.5,-105.4739,0.8242,METERS
US,GHCND:USC00297008,"PORTALES, NM US",2021-07-19,1905-01-01,34.1741,1222.2,-103.3519,0.9229,METERS
US,GHCND:USC00297180,"QUEMADO, NM US",2021-04-30,1915-07-01,34.3447,2096.4,-108.4922,0.7861,METERS
US,GHCND:USC00297649,"RUIDOSO, NM US",2021-04-30,1941-12-22,33.3677,2112.3,-105.6611,0.8313,METERS
US,GHCND:USW00023048,"TUCUMCARI MUNICIPAL AIRPORT, NM US",2021-07-18,1948-01-01,35.18222,1239.0,-103.60306,0.6531,METERS
US,GHCND:USC00294426,"JORNADA EXPERIMENTAL RANGE, NM US",2021-07-20,1914-06-01,32.6161,1316.1,-106.7404,0.9274,METERS
US,GHCND:USC00298596,"SUMNER LAKE, NM US",2021-06-02,1975-03-01,34.6033,1312.5,-104.3811,0.9853,METERS
US,GHCND:USC00298713,"TATUM, NM US",2021-07-20,1919-06-01,33.2422,1222.9,-103.3611,0.9112,METERS
US,GHCND:USC00265168,"MINA, NV US",2021-07-20,1896-03-01,38.3878,1396.0,-118.1091,0.9295,METERS
US,GHCND:USC00267369,"SEARCHLIGHT, NV US",2021-07-20,1913-12-01,35.4661,1079.0,-114.9216,0.9513,METERS
US,GHCND:USC00268160,"TONOPAH, NV US",2021-07-20,1902-05-01,38.0694,1831.8,-117.2355,0.3376,METERS
US,GHCND:USC00267750,"SPRING VALLEY STATE PARK, NV US",2021-04-30,1974-08-01,38.0405,1813.6,-114.18,0.8688,METERS
US,GHCND:USC00267908,"SUNNYSIDE LUND 31 S, NV US",2021-05-31,1891-06-01,38.4231,1614.5,-115.0226,0.4517,METERS
US,GHCND:USC00290377,"AMISTAD 5 SSW, NM US",2021-04-30,1925-04-01,35.8741,1354.8,-103.1819,0.9586,METERS
US,GHCND:USC00290640,"AUGUSTINE 2 E, NM US",2021-04-30,1926-04-01,34.075,2133.6,-107.6211,0.9162,METERS
US,GHCND:USC00290983,"BINGHAM 2 NE, NM US",2021-04-30,1939-09-01,33.9113,1691.9,-106.3494,0.8776,METERS
US,GHCND:USC00291286,"CABALLO DAM, NM US",2021-04-30,1936-09-01,32.8965,1292.0,-107.3077,0.9706,METERS
US,GHCND:USC00292030,"CONCHAS DAM, NM US",2021-07-20,1936-11-01,35.4072,1293.6,-104.1905,0.9904,METERS
US,GHCND:USC00292250,"CUBERO, NM US",2021-04-30,1977-01-01,35.0883,1888.2,-107.5177,0.9875,METERS
US,GHCND:USW00093044,"ZUNI, NM US",2021-07-19,1949-02-17,35.0705,1923.6,-108.8388,0.9399,METERS
US,GHCND:USC00294028,"HOBBS FAA, NM US",2021-07-18,1941-09-01,32.6933,1114.0,-103.2125,0.1694,METERS
US,GHCND:USC00294346,"JAL, NM US",2021-07-20,1919-03-01,32.1103,930.9,-103.1872,0.8201,METERS
US,GHCND:USC00316349,"OCRACOKE, NC US",2021-07-19,1957-05-16,35.1075,1.2,-75.9872,0.5718,METERS
US,GHCND:USC00311881,"CLINTON 2 NE, NC US",2021-07-20,1971-01-01,35.02508,48.2,-78.276,0.9834,METERS
US,GHCND:USC00319467,"WILMINGTON 7 N, NC US",2021-06-03,1949-07-01,34.3208,12.2,-77.9205,0.9455,METERS
US,GHCND:USC00397545,"SELBY, SD US",2021-07-20,1907-09-24,45.50999,581.6,-100.03555,0.6422,METERS
US,GHCND:USC00327585,"RIVERDALE, ND US",2020-12-31,1948-09-01,47.4914,598.0,-101.3775,0.6638,METERS
US,GHCND:USC00320995,"BOWMAN, ND US",2021-07-20,1915-01-02,46.19361,909.2,-103.37138,0.9536,METERS
US,GHCND:USC00324418,"JAMESTOWN STATE HOSPITAL, ND US",2021-07-20,1881-06-21,46.8844,447.1,-98.685,0.9038,METERS
