id,name,maxdate,mindate,latitude,elevation,longitude,datacoverage,elevationUnit
GHCND:AGM00060602,"BENI ABBES, AG",2021-03-10,1973-01-01,30.133,505.0,-2.167,0.8438,METERS
GHCND:AGM00060620,"TOUAT CHEIKH SIDI MOHAMED BEL, AG",2021-03-10,1965-09-13,27.838,280.1,-0.186,0.7746,METERS
GHCND:AGM00060670,"TISKA, AG",2021-03-10,1965-09-14,24.293,968.0,9.452,0.7787,METERS
GHCND:AGM00060549,"MECHERIA, AG",2021-03-10,1980-02-08,33.536,1175.0,-0.242,0.9593,METERS
GHCND:AGM00060550,"EL BAYADH, AG",2021-03-10,1973-01-05,33.667,1347.0,1.0,0.8963,METERS
GHCND:AJ000037735,"GANCA, AJ",2021-03-10,1882-01-01,40.7167,311.0,46.4167,0.8325,METERS
GHCND:AJ000037985,"LANKARAN, AJ",2021-03-10,1897-05-01,38.75,-12.0,48.817,0.7572,METERS
GHCND:AM000037801,"GAVAR, AM",2021-03-10,1891-01-01,40.35,1961.0,45.1331,0.8407,METERS
GHCND:AR000000011,"MONTE CASEROS AERO, AR",2021-03-10,1967-04-15,-30.267,53.0,-57.65,0.8385,METERS
GHCND:AR000087217,"LA RIOJA AERO., AR",2021-03-10,1956-02-01,-29.383,438.0,-66.817,0.9469,METERS
GHCND:AR000087344,"CORDOBA AERO, AR",2021-03-10,1956-02-02,-31.317,489.0,-64.217,0.9339,METERS
GHCND:AR000087374,"PARANA AERO, AR",2021-03-10,1956-02-01,-31.783,74.0,-60.483,0.9459,METERS
GHCND:AR000087418,"MENDOZA AERO, AR",2021-03-10,1957-06-30,-32.833,704.0,-68.783,0.9245,METERS
GHCND:AR000087534,"LABOULAYE AERO, AR",2021-03-10,1950-01-01,-34.133,137.0,-63.367,0.987,METERS
GHCND:AR000087623,"SANTA ROSA AERO, AR",2021-03-10,1951-01-01,-36.567,192.0,-64.266,0.9903,METERS
GHCND:AR000087692,"MAR DEL PLATA AERO, AR",2021-03-10,1956-02-01,-37.933,22.0,-57.583,0.9566,METERS
GHCND:AR000087715,"NEUQUEN AERO, AR",2021-03-10,1956-08-01,-38.95,273.0,-68.133,0.9453,METERS
GHCND:AR000087803,"ESQUEL AERO, AR",2021-03-10,1957-06-30,-42.933,799.0,-71.15,0.8973,METERS
GHCND:AR000087828,"TRELEW AERO, AR",2021-03-10,1956-02-02,-43.2,43.0,-65.266,0.9805,METERS
GHCND:AR000087860,"COMODORO RIVADAVIA, AR",2021-03-10,1956-02-01,-45.783,58.0,-67.5,0.9675,METERS
GHCND:AR000087925,"RIO GALLEGOS AERO, AR",2021-03-10,1956-02-01,-51.617,19.0,-69.283,0.9364,METERS
GHCND:AR000870470,"SALTA AERO, AR",2021-03-10,1956-02-01,-24.85,1246.0,-65.483,0.9283,METERS
GHCND:AR000875850,"BUENOS AIRES OBSERV, AR",2021-03-10,1908-09-02,-34.583,25.0,-58.483,0.922,METERS
GHCND:AR000877500,"BAHIA BLANCA AERO, AR",2021-03-10,1956-02-02,-38.733,75.0,-62.167,0.9533,METERS
GHCND:AR000087007,"LA QUIACA OBSERVATO, AR",2021-03-10,1956-04-01,-22.1,3479.0,-65.6,0.8931,METERS
GHCND:AR000087078,"LAS LOMITAS, AR",2021-03-10,1956-04-01,-24.7,130.0,-60.583,0.7794,METERS
GHCND:AR000087129,"SANTIAGO DEL ESTERO, AR",2021-03-10,1956-02-01,-27.767,200.0,-64.3,0.9732,METERS
GHCND:AR000087155,"RESISTENCIA AERO, AR",2021-03-10,1960-01-01,-27.45,53.0,-59.05,0.9034,METERS
GHCND:AR000087257,"CERES AERO, AR",2021-03-10,1956-04-01,-29.883,88.0,-61.95,0.9607,METERS
GHCND:AR000087270,"RECONQUISTA AERO, AR",2021-03-10,1961-01-01,-29.183,53.0,-59.7,0.9417,METERS
GHCND:ARM00087289,"PASO DE LOS LIBRES, AR",2021-03-10,1973-01-01,-29.689,70.1,-57.152,0.9909,METERS
GHCND:ARM00087311,"SAN JUAN, AR",2021-03-10,1973-01-01,-31.571,597.1,-68.418,0.9949,METERS
GHCND:ARM00087320,"CHAMICAL AERO, AR",2021-03-10,1973-06-18,-30.367,461.0,-66.283,0.8085,METERS
GHCND:ARM00087328,"VILLA DOLORES, AR",2021-03-10,1973-01-01,-31.945,583.7,-65.146,0.8703,METERS
GHCND:ARM00087395,"COMODORO PIERRESTEGUI, AR",2021-03-10,1973-01-01,-31.297,34.1,-57.997,0.9892,METERS
GHCND:ARM00087416,"SAN MARTIN, AR",2021-03-10,1973-01-03,-33.083,653.0,-68.417,0.7961,METERS
GHCND:ARM00087436,"SAN LUIS, AR",2021-03-10,1957-06-30,-33.273,709.9,-66.356,0.7843,METERS
GHCND:ARM00087448,"VILLA REYNOLDS, AR",2021-03-10,1973-01-01,-33.73,484.9,-65.387,0.9286,METERS
GHCND:ARM00087453,"RIO CUARTO AREA DE MATERIAL, AR",2021-03-10,1973-01-01,-33.085,420.9,-64.261,0.9884,METERS
GHCND:ARM00087467,"MARCOS JUAREZ, AR",2021-03-10,1973-01-01,-32.684,110.0,-62.158,0.9906,METERS
GHCND:ARM00087480,"ROSARIO, AR",2021-03-10,1965-03-08,-32.904,25.9,-60.785,0.8718,METERS
GHCND:ARM00087497,"GUALEGUAYCHU, AR",2021-03-10,1965-03-27,-33.01,22.9,-58.613,0.8759,METERS
GHCND:ARM00087046,"JUJUY, AR",2021-03-10,1973-01-01,-24.393,920.2,-65.098,0.9906,METERS
GHCND:ARM00087121,"TENIENTE BENJAMIN MATIENZO, AR",2021-03-10,1981-11-01,-26.841,455.7,-65.105,0.9938,METERS
GHCND:ARM00087162,"FORMOSA, AR",2021-03-10,1973-01-01,-26.213,59.1,-58.228,0.972,METERS
GHCND:ARM00087166,"CORRIENTES, AR",2021-03-10,1973-01-01,-27.446,61.9,-58.762,0.9618,METERS
GHCND:ARM00087178,"POSADAS, AR",2021-03-10,1960-01-02,-27.386,131.1,-55.971,0.8834,METERS
GHCND:ARM00087222,"CATAMARCA, AR",2021-03-10,1973-07-02,-28.596,463.9,-65.752,0.9704,METERS
GHCND:ARM00087582,"AEROPARQUE JORGE NEWBERY, AR",2021-03-10,1973-01-01,-34.559,5.5,-58.416,0.9616,METERS
GHCND:ARM00087645,"TANDIL, AR",2021-03-10,1973-01-01,-37.237,175.0,-59.228,0.9766,METERS
GHCND:ARM00087648,"DOLORES AIRPORT, AR",2021-03-10,1973-01-01,-36.35,9.0,-57.733,0.8403,METERS
GHCND:ARM00087765,"SAN CARLOS DE BARILOCHE, AR",2021-03-10,1957-06-30,-41.151,846.1,-71.158,0.7863,METERS
GHCND:ARM00087791,"GOBERNADOR CASTELLO, AR",2021-03-10,1973-01-01,-40.869,6.1,-63.0,0.9517,METERS
GHCND:ARM00087509,"SAN RAFAEL, AR",2021-03-10,1973-01-01,-34.588,752.9,-68.403,0.989,METERS
GHCND:ARM00087548,"JUNIN, AR",2021-03-10,1967-05-05,-34.546,79.9,-60.931,0.9147,METERS
GHCND:ARM00087576,"MINISTRO PISTARINI, AR",2021-03-10,1957-07-01,-34.822,20.4,-58.536,0.804,METERS
GHCND:ARM00087593,"LA PLATA, AR",2021-03-10,1973-01-01,-34.972,21.9,-57.895,0.7745,METERS
GHCND:ASM00094995,"LORD HOWE ISLAND AERO, AS",2021-03-10,1947-12-31,-31.542,7.0,159.079,0.7778,METERS
GHCND:ASM00094998,"MACQUARIE ISLAND, AS",2021-03-10,1973-01-01,-54.499,8.3,158.937,0.9198,METERS
GHCND:ASN00001009,"KURI BAY, AS",2012-03-16,1961-08-01,-15.4875,12.0,124.5222,0.8881,METERS
GHCND:ASN00001010,"THEDA, AS",2021-03-13,1965-10-28,-14.7883,210.0,126.4964,0.9387,METERS
GHCND:ARM00087909,"SAN JULIAN, AR",2021-03-10,1973-01-01,-49.307,57.9,-67.803,0.9454,METERS
GHCND:ARM00087934,"RIO GRANDE, AR",2021-03-10,1973-01-01,-53.778,19.8,-67.749,0.8733,METERS
GHCND:ASM00094299,"WILLIS ISLAND, AS",2021-03-10,1948-01-01,-16.288,9.0,149.965,0.7793,METERS
GHCND:ASN00001025,"DOONGAN, AS",2021-03-14,1988-01-01,-15.3797,385.0,126.3114,0.9844,METERS
GHCND:ASN00001026,"DRYSDALE RIVER STATION, AS",2021-03-14,1988-01-01,-15.7025,370.0,126.3786,0.8972,METERS
GHCND:ASN00002001,"ARGYLE DOWNS, AS",2016-06-06,1890-05-01,-16.5039,120.0,128.9172,0.7957,METERS
GHCND:ASN00002005,"CARLTON HILL, AS",2020-12-17,1898-07-01,-15.4864,20.0,128.5344,0.7626,METERS
GHCND:ASN00001013,"WYNDHAM, AS",2020-05-22,1968-04-01,-15.4872,11.0,128.1247,0.992,METERS
GHCND:ASN00001018,"MOUNT ELIZABETH, AS",2021-03-14,1973-02-21,-16.4181,546.0,126.1025,0.9639,METERS
GHCND:ASN00002019,"MARGARET RIVER STATION, AS",2018-12-18,1914-01-01,-18.6253,280.0,126.8617,0.9083,METERS
GHCND:ASN00002020,"MOOLA BULLA, AS",2021-01-31,1904-04-01,-18.1894,430.0,127.5011,0.841,METERS
GHCND:ASN00002023,"NICHOLSON, AS",2021-03-14,1923-10-01,-18.0308,380.0,128.8942,0.7928,METERS
GHCND:ASN00002029,"STURT CREEK, AS",2021-03-14,1899-05-01,-19.1625,400.0,128.1633,0.8336,METERS
GHCND:ASN00002032,"WARMUN, AS",2021-03-02,1898-04-01,-17.0156,203.0,128.2175,0.7999,METERS
GHCND:ASN00002012,"HALLS CREEK AIRPORT, AS",2021-03-10,1944-01-01,-18.2292,422.0,127.6636,0.9926,METERS
GHCND:ASN00002044,"LAKE ARGYLE RESORT, AS",2021-03-14,1969-01-01,-16.1119,163.0,128.7414,0.8977,METERS
GHCND:ASN00002049,"SOPHIE DOWNS, AS",2021-03-14,1980-10-01,-18.1947,400.0,127.8147,0.8865,METERS
GHCND:ASN00002056,"KUNUNURRA AERO, AS",2021-03-14,1971-12-01,-15.7814,44.0,128.71,0.9312,METERS
GHCND:ASN00002064,"ARGYLE AERODROME, AS",2021-03-14,1985-01-01,-16.6381,164.0,128.4517,0.9648,METERS
GHCND:ASN00003001,"COUNTRY DOWNS, AS",2021-02-28,1969-11-01,-17.2767,153.0,122.5711,0.8845,METERS
GHCND:ASN00003004,"CAPE LEVEQUE, AS",2018-10-19,1917-08-01,-16.3961,25.0,122.9278,0.8143,METERS
GHCND:ASN00003009,"JUBILEE DOWNS, AS",2021-03-13,1937-04-01,-18.355,100.0,125.3033,0.9472,METERS
GHCND:ASN00003014,"GOGO STATION, AS",2021-03-08,1908-12-01,-18.2914,150.0,125.5869,0.8608,METERS
GHCND:ASN00003015,"MEDA, AS",2021-03-09,1911-06-01,-17.3681,75.0,123.9956,0.8154,METERS
GHCND:ASN00003017,"MOUNT HOUSE STATION, AS",2020-07-31,1923-11-01,-17.0522,270.0,125.7047,0.8596,METERS
GHCND:ASN00003018,"MYROODAH, AS",2021-03-14,1907-09-01,-18.1219,60.0,124.2692,0.8767,METERS
GHCND:ASN00003019,"NAPIER DOWNS, AS",2021-03-14,1912-01-01,-17.3306,80.0,124.8167,0.8042,METERS
GHCND:ASN00003000,"BEAGLE BAY, AS",2015-03-27,1902-07-01,-16.9806,9.0,122.6667,0.8092,METERS
GHCND:ASN00003003,"BROOME AIRPORT, AS",2021-03-14,1939-08-11,-17.9475,7.4,122.2353,0.9991,METERS
GHCND:ASN00003028,"ANNA PLAINS, AS",2021-03-14,1908-01-01,-19.2536,10.0,121.4861,0.7995,METERS
GHCND:ASN00003032,"DERBY AERO, AS",2021-03-14,1951-03-01,-17.3706,6.2,123.6611,0.8665,METERS
GHCND:ASN00003040,"CAMBALLIN, AS",2020-05-29,1958-11-01,-17.9903,45.0,124.1922,0.7527,METERS
GHCND:ASN00003043,"CHRISTMAS CREEK, AS",2021-01-31,1960-03-01,-18.8789,160.0,125.9206,0.7717,METERS
GHCND:ASN00003023,"ROEBUCK PLAINS, AS",2019-12-31,1903-06-01,-17.9311,15.0,122.4725,0.7888,METERS
GHCND:ASN00003026,"YEEDA, AS",2020-02-27,1890-05-01,-17.6153,5.0,123.6483,0.7767,METERS
GHCND:ASN00003027,"FOSSIL DOWNS, AS",2021-03-13,1904-07-01,-18.1386,120.0,125.7764,0.9139,METERS
GHCND:ASN00003030,"BIDYADANGA, AS",2021-03-14,1891-03-01,-18.6844,11.0,121.7803,0.8926,METERS
GHCND:ASN00003057,"CYGNET BAY, AS",2021-03-14,1963-12-01,-16.4514,7.0,123.0086,0.9848,METERS
GHCND:ASN00003066,"PORT SMITH, AS",2021-03-12,1973-01-13,-18.5175,10.0,121.8072,0.9106,METERS
GHCND:ASN00003068,"DAMPIER DOWNS, AS",2021-01-31,1973-08-01,-18.5075,120.0,123.4561,0.9312,METERS
GHCND:ASN00003080,"CURTIN AERO, AS",2021-03-14,1990-03-01,-17.5736,77.5,123.8217,0.9506,METERS
GHCND:ASN00004016,"INDEE, AS",2021-03-13,1909-03-01,-20.7867,80.0,118.5972,0.8622,METERS
GHCND:ASN00004019,"MANDORA, AS",2021-02-16,1913-09-01,-19.7419,7.5,120.8436,0.9134,METERS
GHCND:ASN00004026,"NOREENA DOWNS, AS",2021-01-31,1911-03-01,-22.2914,495.0,120.1761,0.8687,METERS
GHCND:ASN00004028,"PARDOO STATION, AS",2021-03-14,1904-04-01,-20.1078,9.0,119.5811,0.9003,METERS
GHCND:ASN00004033,"PYRAMID STATION, AS",2020-07-19,1951-02-01,-21.0561,40.0,117.4436,0.8335,METERS
GHCND:ASN00004015,"HILLSIDE STATION, AS",2018-06-09,1917-01-01,-21.7219,271.0,119.3989,0.7516,METERS
GHCND:ASN00004046,"YARRIE, AS",2021-02-20,1898-07-01,-20.6739,100.0,120.2044,0.8411,METERS
GHCND:ASN00004039,"WARAMBIE, AS",2021-03-04,1937-01-01,-20.9469,30.0,117.3733,0.9266,METERS
GHCND:ASN00004041,"WARRAWAGINE, AS",2021-03-12,1898-07-01,-20.8503,159.0,120.695,0.8079,METERS
GHCND:ASN00004083,"KARRATHA AERO, AS",2021-03-14,1972-05-01,-20.7097,7.0,116.7742,0.9463,METERS
GHCND:ASN00004068,"WALLAL DOWNS, AS",2021-02-22,1897-05-01,-19.7789,9.0,120.6417,0.7804,METERS
GHCND:ASN00005003,"ETHEL CREEK, AS",2015-07-22,1907-01-01,-22.8975,425.0,120.1733,0.8422,METERS
GHCND:ASN00005004,"EXMOUTH GULF, AS",2021-03-02,1915-01-01,-22.3761,15.0,114.1108,0.9413,METERS
GHCND:ASN00005005,"HAMERSLEY, AS",2015-07-22,1912-01-01,-22.2792,590.0,117.6772,0.8343,METERS
GHCND:ASN00005007,"LEARMONTH AIRPORT, AS",2021-03-14,1945-04-01,-22.2406,5.0,114.0967,0.8548,METERS
GHCND:ASN00005008,"MARDIE, AS",2021-03-14,1885-04-01,-21.1906,11.0,115.9797,0.9164,METERS
GHCND:ASN00005009,"MARILLANA, AS",2020-03-31,1936-12-01,-22.6331,430.0,119.4081,0.7979,METERS
GHCND:ASN00005012,"MILLSTREAM, AS",2020-12-31,1897-04-01,-21.5906,300.0,117.0656,0.8898,METERS
GHCND:ASN00005013,"MINDEROO, AS",2020-12-10,1912-04-01,-21.9961,15.0,115.0456,0.847,METERS
GHCND:ASN00005014,"MOUNT FLORANCE, AS",2021-03-14,1886-09-01,-21.7869,450.0,117.8647,0.8662,METERS
GHCND:ASN00005015,"MULGA DOWNS, AS",2018-06-08,1898-03-01,-22.1039,400.0,118.4703,0.8579,METERS
GHCND:ASN00005016,"ONSLOW, AS",2012-07-19,1886-04-01,-21.6364,4.0,115.1117,0.8625,METERS
GHCND:ASN00005001,"COOLAWANYAH, AS",2021-02-22,1923-01-01,-21.8047,360.0,117.8056,0.8326,METERS
GHCND:ASN00005026,"WITTENOOM, AS",2019-08-31,1950-08-01,-22.2425,463.0,118.3358,0.9385,METERS
GHCND:ASN00005030,"YANREY, AS",2018-06-30,1897-03-01,-22.5064,25.0,114.7944,0.8418,METERS
GHCND:ASN00005032,"YARRALOOLA, AS",2021-03-03,1899-05-01,-21.5703,50.0,115.8786,0.9059,METERS
GHCND:ASN00005022,"RED HILL, AS",2021-03-14,1898-09-01,-21.975,150.0,116.0653,0.9005,METERS
GHCND:ASN00005028,"WYLOO, AS",2021-03-14,1904-08-01,-22.6906,150.0,116.2328,0.7819,METERS
GHCND:ASN00005061,"DAMPIER SALT, AS",2020-10-31,1969-11-01,-20.7278,6.0,116.7483,0.9697,METERS
GHCND:ASN00005068,"BULLARA, AS",2018-07-31,1957-01-01,-22.6811,20.0,114.0394,0.7819,METERS
GHCND:ASN00005069,"PANNAWONICA, AS",2021-01-01,1971-11-13,-21.6392,200.0,116.3308,0.9544,METERS
GHCND:ASN00005070,"ROBE, AS",2021-02-28,1972-11-01,-21.3567,10.0,115.8208,0.9576,METERS
GHCND:ASN00005071,"PINDRAL OUTCAMP, AS",2021-02-28,1972-11-01,-21.3444,11.0,115.9356,0.9799,METERS
GHCND:ASN00005078,"URALA, AS",2019-11-21,1977-03-01,-21.7672,5.0,114.8211,0.7762,METERS
GHCND:ASN00005052,"KARRATHA STATION, AS",2015-05-29,1900-01-01,-20.8831,30.0,116.6725,0.872,METERS
GHCND:ASN00006000,"BIDGEMIA, AS",2017-02-28,1889-11-01,-25.0417,180.0,115.3092,0.8099,METERS
GHCND:ASN00006001,"BILLABALONG, AS",2017-12-31,1901-01-01,-27.4231,254.0,115.8347,0.8792,METERS
GHCND:ASN00006003,"BOOLATHANA, AS",2016-12-31,1897-01-01,-24.6525,4.0,113.6936,0.8308,METERS
GHCND:ASN00006005,"BRICKHOUSE, AS",2021-02-02,1903-11-01,-24.8208,15.0,113.7853,0.8983,METERS
GHCND:ASN00006008,"CALLAGIDDY STATION, AS",2020-12-31,1910-01-01,-25.0481,25.0,114.0294,0.9748,METERS
GHCND:ASN00006009,"CARDABIA, AS",2019-01-10,1913-01-01,-23.105,6.0,113.8031,0.8559,METERS
GHCND:ASN00006011,"CARNARVON AIRPORT, AS",2021-03-14,1945-01-10,-24.8878,4.0,113.67,0.9939,METERS
GHCND:ASN00006020,"EDAGGEE, AS",2021-01-31,1915-02-01,-25.36,30.0,114.2292,0.8953,METERS
GHCND:ASN00006023,"GNARALOO, AS",2020-12-31,1912-01-01,-23.8222,20.0,113.5256,0.8366,METERS
GHCND:ASN00006029,"LYNDON, AS",2013-12-31,1898-07-01,-23.6361,210.0,115.2461,0.8641,METERS
GHCND:ASN00006030,"LYONS RIVER, AS",2018-05-31,1906-02-01,-24.6314,175.0,115.3383,0.9159,METERS
GHCND:ASN00006033,"MAROONAH, AS",2013-02-28,1896-04-01,-23.4789,250.0,115.5481,0.8704,METERS
GHCND:ASN00006034,"MARRON, AS",2021-03-02,1911-01-01,-25.3656,40.0,114.3594,0.9716,METERS
GHCND:ASN00006036,"MEEDO, AS",2014-05-31,1899-11-01,-25.6644,60.0,114.6267,0.7611,METERS
GHCND:ASN00006038,"MIA MIA, AS",2021-02-28,1904-02-01,-23.3817,75.0,114.4375,0.7859,METERS
GHCND:ASN00006017,"DAIRY CREEK, AS",2021-02-17,1900-09-01,-25.2786,300.0,115.8633,0.7759,METERS
GHCND:ASN00006019,"DOORAWARRAH, AS",2021-03-03,1897-11-01,-24.8061,70.0,114.4322,0.8585,METERS
GHCND:ASN00006022,"GASCOYNE JUNCTION, AS",2021-03-12,1907-04-01,-25.0544,144.0,115.21,0.9367,METERS
GHCND:ASN00006050,"WANDAGEE, AS",2015-01-31,1890-01-01,-23.7647,90.0,114.5539,0.833,METERS
GHCND:ASN00006052,"WILLIAMBURY, AS",2018-07-04,1888-08-01,-23.8608,190.0,115.1475,0.8124,METERS
GHCND:ASN00006053,"WINDERIE, AS",2017-08-31,1909-09-01,-25.3017,170.0,115.1161,0.8489,METERS
GHCND:ASN00006054,"WOODLEIGH, AS",2011-09-30,1917-01-31,-26.0511,180.0,114.7542,0.7943,METERS
GHCND:ASN00006055,"WOOLGORONG, AS",2021-03-04,1904-01-01,-27.7458,300.0,115.8286,0.9218,METERS
GHCND:ASN00006058,"YALLALONG, AS",2021-01-31,1904-01-01,-27.4278,240.0,115.5147,0.9432,METERS
GHCND:ASN00006059,"YARINGA STATION, AS",2021-03-03,1923-02-01,-25.9436,13.0,114.3222,0.8587,METERS
GHCND:ASN00006060,"CARBLA STATION, AS",2018-12-31,1913-03-01,-26.2011,30.0,114.2869,0.9114,METERS
GHCND:ASN00006044,"DENHAM, AS",2021-03-14,1893-10-01,-25.9261,9.0,113.5319,0.8673,METERS
GHCND:ASN00006045,"TAMALA, AS",2021-02-14,1900-12-01,-26.6969,50.0,113.7158,0.8157,METERS
GHCND:ASN00006084,"WARROORA, AS",2021-01-31,1909-05-01,-23.4853,20.0,113.7811,0.7857,METERS
GHCND:ASN00006095,"QUOBBA, AS",2020-12-31,1952-01-01,-24.3967,16.0,113.4056,0.8099,METERS
GHCND:ASN00006097,"USELESS LOOP, AS",2021-02-11,1982-07-01,-26.1203,3.0,113.3975,0.8942,METERS
GHCND:ASN00006069,"MOUNT NARRYER, AS",2020-03-20,1900-01-01,-26.5903,300.0,115.9267,0.7595,METERS
GHCND:ASN00006070,"HILL SPRINGS, AS",2021-03-03,1950-01-01,-24.3058,60.0,114.5003,0.7534,METERS
GHCND:ASN00006071,"MUGGON, AS",2015-07-31,1932-01-01,-26.6167,280.0,115.5467,0.8295,METERS
GHCND:ASN00007011,"BURNERBINMAH, AS",2016-04-27,1902-11-01,-28.7839,400.0,117.3625,0.9304,METERS
GHCND:ASN00007014,"COODARDY, AS",2021-03-11,1898-11-01,-27.2528,500.0,117.6525,0.9162,METERS
GHCND:ASN00007017,"CUE, AS",2021-03-04,1894-10-01,-27.4233,453.0,117.8994,0.8952,METERS
GHCND:ASN00006099,"MURCHISON, AS",2021-03-13,1987-07-24,-26.8936,287.0,115.9561,0.977,METERS
GHCND:ASN00007000,"BARNONG, AS",2012-05-16,1902-10-01,-28.6294,340.0,116.2814,0.9093,METERS
GHCND:ASN00007006,"BOOGARDIE, AS",2015-07-31,1910-03-01,-28.0411,450.0,117.6703,0.7912,METERS
GHCND:ASN00007007,"BOOLARDY, AS",2021-03-10,1891-01-01,-26.9844,300.0,116.5361,0.8875,METERS
GHCND:ASN00007034,"JINGEMARRA, AS",2018-11-11,1923-04-01,-27.7447,400.0,116.7442,0.8821,METERS
GHCND:ASN00007042,"MADOONGA, AS",2015-12-31,1926-03-01,-26.9367,600.0,117.5928,0.9178,METERS
GHCND:ASN00007045,"MEEKATHARRA AIRPORT, AS",2021-03-14,1944-06-01,-26.6136,517.0,118.5372,0.97,METERS
GHCND:ASN00007027,"GABYON, AS",2021-01-31,1888-03-01,-28.2494,340.0,116.34,0.8634,METERS
GHCND:ASN00007028,"WANNA, AS",2019-07-05,1946-01-01,-24.0469,320.0,116.2181,0.8727,METERS
GHCND:ASN00007031,"HILLVIEW, AS",2015-11-30,1918-09-01,-26.905,600.0,118.8361,0.7607,METERS
GHCND:ASN00007037,"KIRKALOCKA, AS",2020-08-11,1910-08-01,-28.5564,400.0,117.7803,0.9248,METERS
GHCND:ASN00007054,"MOUNT FARMER, AS",2016-10-31,1927-11-01,-27.8794,600.0,117.5506,0.7957,METERS
GHCND:ASN00007058,"MOUNT PHILLIP, AS",2020-12-31,1902-03-01,-24.4,300.0,116.3078,0.7867,METERS
GHCND:ASN00007059,"MOUNT VERNON, AS",2021-03-13,1939-08-01,-24.2297,350.0,118.2408,0.9521,METERS
GHCND:ASN00007063,"MURALGARRA, AS",2014-09-30,1905-01-01,-28.5253,350.0,117.0344,0.8369,METERS
GHCND:ASN00007064,"MURGOO, AS",2021-03-03,1889-01-01,-27.3636,303.0,116.4261,0.8501,METERS
GHCND:ASN00007065,"NALBARRA, AS",2020-01-31,1906-03-01,-28.6519,400.0,117.6083,0.7965,METERS
GHCND:ASN00007067,"NARNDEE, AS",2020-02-29,1921-12-01,-28.9464,442.2,118.1867,0.8249,METERS
GHCND:ASN00007068,"NINGHAN STATION, AS",2021-03-04,1905-10-01,-29.425,330.0,117.2906,0.8985,METERS
GHCND:ASN00007072,"PULLAGAROO, AS",2021-03-04,1922-01-01,-29.1886,350.0,117.9222,0.8779,METERS
GHCND:ASN00007048,"MEKA STATION, AS",2021-03-03,1901-01-01,-27.4222,350.0,116.825,0.7654,METERS
GHCND:ASN00007049,"MILEURA, AS",2019-12-12,1899-01-01,-26.3736,400.0,117.3339,0.8591,METERS
GHCND:ASN00007050,"MILGUN, AS",2019-12-31,1916-10-01,-25.0942,600.0,118.2983,0.8376,METERS
GHCND:ASN00007053,"MOUNT AUGUSTUS, AS",2020-12-31,1901-08-01,-24.3086,337.0,116.9111,0.8422,METERS
GHCND:ASN00007089,"WOOLEEN, AS",2021-02-14,1895-01-01,-27.0878,300.0,116.1606,0.7567,METERS
GHCND:ASN00007091,"YALGOO, AS",2015-07-31,1898-03-01,-28.3392,318.0,116.6828,0.8586,METERS
GHCND:ASN00007093,"YARLERWEELOR, AS",2014-03-31,1924-01-01,-25.5786,500.0,117.9931,0.8188,METERS
GHCND:ASN00007094,"YINNETHARRA, AS",2021-03-03,1961-01-01,-24.6514,299.0,116.1647,0.8553,METERS
GHCND:ASN00007095,"YOWERAGABBIE, AS",2020-12-31,1898-03-01,-28.2322,400.0,117.6556,0.7859,METERS
GHCND:ASN00007097,"WONDINONG, AS",2020-12-31,1909-05-01,-27.8608,300.0,118.4183,0.8714,METERS
